name,synonym,path,
마산대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_125.png,
명지대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_126.png,
목원대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_127.png,
목포가톨릭대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_128.png,
목포과학대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_129.png,
목포대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_130.png,
목포해양대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_131.png,
문경대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_132.png,
배재대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_133.png,
배화여자대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_134.png,
백석대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_135.png,
백석문화대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_136.png,
백제예술대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_137.png,
부경대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_138.png,
부산가톨릭대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_139.png,
부산경상대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_140.png,
부산과학기술대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_141.png,
부산교대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_142.png,
부산대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_143.png,
부산여자대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_144.png,
부산예술대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_145.png,
부산외대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_146.png,
부산장신대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_147.png,
부천대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_148.png,
삼육대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_149.png,
삼육보건대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_150.png,
상명대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_151.png,
상지대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_152.png,
상지영서대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_153.png,
서강대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_154.png,
서경대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_155.png,
서남대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_156.png,
서라벌대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_157.png,
서영대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_158.png,
서울과학기술대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_159.png,
서울교대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_160.png,
서울기독대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_161.png,
서울대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_162.png,
서울시립대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_163.png,
서울신학대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_164.png,
서울여대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_165.png,
서울여자간호대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_166.png,
서울예술대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_167.png,
서울장신대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_168.png,
서원대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_169.png,
서일대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_170.png,
서정대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_171.png,
서해대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_172.png,
선린대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_173.png,
선문대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_174.png,
성결대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_175.png,
성공회대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_176.png,
성균관대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_177.png,
성덕대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_178.png,
세경대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_179.png,
세명대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_180.png,
세종대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_181.png,
세한대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_182.png,
송곡대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_183.png,
송원대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_184.png,
송호대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_185.png,
수성대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_186.png,
수원가톨릭대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_187.png,
수원과학대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_188.png,
수원대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_189.png,
수원여자대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_190.png,
숙명여대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_191.png,
순천대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_192.png,
순천제일대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_193.png,
순천향대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_194.png,
숭실대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_195.png,
숭의여자대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_196.png,
신경대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_197.png,
신구대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_198.png,
신라대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_199.png,
신성대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_200.png,
신안산대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_201.png,
신한대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_202.png,
아세아연합신학대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_203.png,
아주대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_204.png,
아주자동차대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_205.png,
안동과학대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_206.png,
안동대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_207.png,
안산대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_208.png,
안양대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_209.png,
여주대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_210.png,
연성대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_211.png,
연세대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_212.png,
연암공업대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_213.png,
영남대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_214.png,
영남신학대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_215.png,
영남외국어대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_216.png,
영남이공대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_217.png,
유원대학교,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_218.png,
영산대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_219.png,
영산선학대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_220.png,
영진전문대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_221.png,
예수대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_222.png,
예원예술대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_223.png,
오산대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_224.png,
용인대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_225.png,
용인송담대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_226.png,
우석대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_227.png,
우송대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_228.png,
우송정보대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_229.png,
UNIST,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_230.png,
울산과학대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_231.png,
울산대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_232.png,
웅지세무대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_233.png,
원광대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_234.png,
위덕대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_235.png,
유한대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_236.png,
육군사관학교,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_237.png,
을지대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_238.png,
이화여대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_239.png,
인덕대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_240.png,
인제대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_241.png,
인천가톨릭대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_242.png,
인천대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_243.png,
인천재능대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_244.png,
인하공업전문대학,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_245.png,
인하대,,https://raw.githubusercontent.com/ejeonghun/university_dept_api/main/img/png/PNG_246.png,
